type;gateway_eui;node_eui;snr;rssi;len;cr;datarate;time;data;timestamp;sf;bw;config;sf_category;time_minutes;time_diff_seconds;time_diff_seconds_within_config;temperature
24;0000B827EB24A52C;20;6;-85;20;5;SF12BW125;2025-07-05 02:32:26;"{""RSSI"": -85, ""SNR"": 6, ""TC"": 22.8}";2025-07-05 02:32:26;12;125;12_BW125_20B;MAX-SF12;472.76666666666665;19.0;19.0;22.8
24;0000B827EB24A52C;20;6;-86;20;5;SF12BW125;2025-07-05 02:32:44;"{""RSSI"": -86, ""SNR"": 6, ""TC"": 24.79}";2025-07-05 02:32:44;12;125;12_BW125_20B;MAX-SF12;473.06666666666666;18.0;18.0;24.79
24;0000B827EB24A52C;20;6;-85;20;5;SF12BW125;2025-07-05 02:33:02;"{""RSSI"": -85, ""SNR"": 6, ""TC"": 20.57}";2025-07-05 02:33:02;12;125;12_BW125_20B;MAX-SF12;473.3666666666667;18.0;18.0;20.57
24;0000B827EB24A52C;20;6;-87;20;5;SF12BW125;2025-07-05 02:33:20;"{""RSSI"": -87, ""SNR"": 6, ""TC"": 24.06}";2025-07-05 02:33:20;12;125;12_BW125_20B;MAX-SF12;473.6666666666667;18.0;18.0;24.06
24;0000B827EB24A52C;20;6;-83;20;5;SF12BW500;2025-07-05 02:36:39;"{""RSSI"": -83, ""SNR"": 6, ""TC"": 28.1}";2025-07-05 02:36:39;12;500;12_BW500_20B;MAX-SF12;476.98333333333335;29.0;0.0;28.1
24;0000B827EB24A52C;20;7;-82;20;5;SF12BW500;2025-07-05 02:36:56;"{""RSSI"": -82, ""SNR"": 7, ""TC"": 20.13}";2025-07-05 02:36:56;12;500;12_BW500_20B;MAX-SF12;477.26666666666665;17.0;17.0;20.13
24;0000B827EB24A52C;20;7;-82;20;5;SF12BW500;2025-07-05 02:37:12;"{""RSSI"": -82, ""SNR"": 7, ""TC"": 27.5}";2025-07-05 02:37:12;12;500;12_BW500_20B;MAX-SF12;477.53333333333336;16.0;16.0;27.5
24;0000B827EB24A52C;20;7;-83;20;5;SF12BW500;2025-07-05 02:37:28;"{""RSSI"": -83, ""SNR"": 7, ""TC"": 27.93}";2025-07-05 02:37:28;12;500;12_BW500_20B;MAX-SF12;477.8;16.0;16.0;27.93
24;0000B827EB24A52C;20;6;-83;20;5;SF12BW500;2025-07-05 02:37:45;"{""RSSI"": -83, ""SNR"": 6, ""TC"": 26.04}";2025-07-05 02:37:45;12;500;12_BW500_20B;MAX-SF12;478.0833333333333;17.0;17.0;26.04
24;0000B827EB24A52C;20;7;-83;20;5;SF12BW500;2025-07-05 02:38:01;"{""RSSI"": -83, ""SNR"": 7, ""TC"": 20.71}";2025-07-05 02:38:01;12;500;12_BW500_20B;MAX-SF12;478.35;16.0;16.0;20.71
24;0000B827EB24A52C;20;6;-84;20;5;SF12BW500;2025-07-05 02:38:17;"{""RSSI"": -84, ""SNR"": 6, ""TC"": 25.64}";2025-07-05 02:38:17;12;500;12_BW500_20B;MAX-SF12;478.6166666666667;16.0;16.0;25.64
24;0000B827EB24A52C;20;6;-82;20;5;SF12BW500;2025-07-05 02:38:34;"{""RSSI"": -82, ""SNR"": 6, ""TC"": 27.26}";2025-07-05 02:38:34;12;500;12_BW500_20B;MAX-SF12;478.9;17.0;17.0;27.26
24;0000B827EB24A52C;20;6;-83;20;5;SF12BW500;2025-07-05 02:38:50;"{""RSSI"": -83, ""SNR"": 6, ""TC"": 27.62}";2025-07-05 02:38:50;12;500;12_BW500_20B;MAX-SF12;479.1666666666667;16.0;16.0;27.62
24;0000B827EB24A52C;20;7;-82;20;5;SF12BW500;2025-07-05 02:39:07;"{""RSSI"": -82, ""SNR"": 7, ""TC"": 26.31}";2025-07-05 02:39:07;12;500;12_BW500_20B;MAX-SF12;479.45;17.0;17.0;26.31
24;0000B827EB24A52C;20;7;-83;20;5;SF12BW500;2025-07-05 02:39:23;"{""RSSI"": -83, ""SNR"": 7, ""TC"": 26.4}";2025-07-05 02:39:23;12;500;12_BW500_20B;MAX-SF12;479.71666666666664;16.0;16.0;26.4
24;0000B827EB24A52C;20;5;-85;20;5;SF12BW500;2025-07-05 02:39:39;"{""RSSI"": -85, ""SNR"": 5, ""TC"": 27.89}";2025-07-05 02:39:39;12;500;12_BW500_20B;MAX-SF12;479.98333333333335;16.0;16.0;27.89
24;0000B827EB24A52C;20;6;-84;20;5;SF12BW500;2025-07-05 02:39:56;"{""RSSI"": -84, ""SNR"": 6, ""TC"": 20.45}";2025-07-05 02:39:56;12;500;12_BW500_20B;MAX-SF12;480.26666666666665;17.0;17.0;20.45
24;0000B827EB24A52C;20;6;-83;20;5;SF12BW500;2025-07-05 02:40:12;"{""RSSI"": -83, ""SNR"": 6, ""TC"": 28.51}";2025-07-05 02:40:12;12;500;12_BW500_20B;MAX-SF12;480.53333333333336;16.0;16.0;28.51
24;0000B827EB24A52C;20;6;-82;20;5;SF12BW500;2025-07-05 02:40:28;"{""RSSI"": -82, ""SNR"": 6, ""TC"": 25.32}";2025-07-05 02:40:28;12;500;12_BW500_20B;MAX-SF12;480.8;16.0;16.0;25.32
24;0000B827EB24A52C;20;6;-82;20;5;SF12BW500;2025-07-05 02:40:45;"{""RSSI"": -82, ""SNR"": 6, ""TC"": 22.95}";2025-07-05 02:40:45;12;500;12_BW500_20B;MAX-SF12;481.0833333333333;17.0;17.0;22.95
24;0000B827EB24A52C;20;6;-82;20;5;SF12BW500;2025-07-05 02:41:01;"{""RSSI"": -82, ""SNR"": 6, ""TC"": 23.72}";2025-07-05 02:41:01;12;500;12_BW500_20B;MAX-SF12;481.35;16.0;16.0;23.72
24;0000B827EB24A52C;20;7;-82;20;5;SF12BW500;2025-07-05 02:41:17;"{""RSSI"": -82, ""SNR"": 7, ""TC"": 22.47}";2025-07-05 02:41:17;12;500;12_BW500_20B;MAX-SF12;481.6166666666667;16.0;16.0;22.47
24;0000B827EB24A52C;20;6;-82;20;5;SF12BW500;2025-07-05 02:41:34;"{""RSSI"": -82, ""SNR"": 6, ""TC"": 26.14}";2025-07-05 02:41:34;12;500;12_BW500_20B;MAX-SF12;481.9;17.0;17.0;26.14
24;0000B827EB24A52C;20;6;-84;20;5;SF12BW500;2025-07-05 02:41:50;"{""RSSI"": -84, ""SNR"": 6, ""TC"": 23.21}";2025-07-05 02:41:50;12;500;12_BW500_20B;MAX-SF12;482.1666666666667;16.0;16.0;23.21
24;0000B827EB24A52C;20;6;-84;20;5;SF12BW500;2025-07-05 02:42:06;"{""RSSI"": -84, ""SNR"": 6, ""TC"": 27.64}";2025-07-05 02:42:06;12;500;12_BW500_20B;MAX-SF12;482.43333333333334;16.0;16.0;27.64
24;0000B827EB24A52C;20;6;-84;20;5;SF12BW500;2025-07-05 02:42:23;"{""RSSI"": -84, ""SNR"": 6, ""TC"": 28.67}";2025-07-05 02:42:23;12;500;12_BW500_20B;MAX-SF12;482.71666666666664;17.0;17.0;28.67
24;0000B827EB24A52C;20;6;-82;20;5;SF12BW500;2025-07-05 02:42:39;"{""RSSI"": -82, ""SNR"": 6, ""TC"": 22.64}";2025-07-05 02:42:39;12;500;12_BW500_20B;MAX-SF12;482.98333333333335;16.0;16.0;22.64
24;0000B827EB24A52C;20;6;-83;20;5;SF12BW500;2025-07-05 02:42:55;"{""RSSI"": -83, ""SNR"": 6, ""TC"": 28.36}";2025-07-05 02:42:55;12;500;12_BW500_20B;MAX-SF12;483.25;16.0;16.0;28.36
24;0000B827EB24A52C;20;6;-83;20;5;SF12BW500;2025-07-05 02:43:12;"{""RSSI"": -83, ""SNR"": 6, ""TC"": 27.52}";2025-07-05 02:43:12;12;500;12_BW500_20B;MAX-SF12;483.53333333333336;17.0;17.0;27.52
24;0000B827EB24A52C;20;6;-83;20;5;SF12BW500;2025-07-05 02:43:28;"{""RSSI"": -83, ""SNR"": 6, ""TC"": 26.13}";2025-07-05 02:43:28;12;500;12_BW500_20B;MAX-SF12;483.8;16.0;16.0;26.13
